dt DV_y_m08_100_m00 DV_z_m08_100_m00 DV_y_m08_090_m00 DV_z_m08_090_m00 DV_y_m08_080_m00 DV_z_m08_080_m00 DV_y_m08_070_m00 DV_z_m08_070_m00 DV_y_m08_060_m00 DV_z_m08_060_m00 DV_y_m08_050_m00 DV_z_m08_050_m00 DV_y_m08_040_m00 DV_z_m08_040_m00 DV_y_m07_100_m00 DV_z_m07_100_m00 DV_y_m07_090_m00 DV_z_m07_090_m00 DV_y_m07_080_m00 DV_z_m07_080_m00 DV_y_m07_070_m00 DV_z_m07_070_m00 DV_y_m07_060_m00 DV_z_m07_060_m00 DV_y_m07_050_m00 DV_z_m07_050_m00 DV_y_m07_040_m00 DV_z_m07_040_m00 DV_y_m06_100_m00 DV_z_m06_100_m00 DV_y_m06_090_m00 DV_z_m06_090_m00 DV_y_m06_080_m00 DV_z_m06_080_m00 DV_y_m06_070_m00 DV_z_m06_070_m00 DV_y_m06_060_m00 DV_z_m06_060_m00 DV_y_m06_050_m00 DV_z_m06_050_m00 DV_y_m06_040_m00 DV_z_m06_040_m00 DV_y_m05_100_m00 DV_z_m05_100_m00 DV_y_m05_090_m00 DV_z_m05_090_m00 DV_y_m05_080_m00 DV_z_m05_080_m00 DV_y_m05_070_m00 DV_z_m05_070_m00 DV_y_m05_060_m00 DV_z_m05_060_m00 DV_y_m05_050_m00 DV_z_m05_050_m00 DV_y_m05_040_m00 DV_z_m05_040_m00 DV_y_m04_100_m00 DV_z_m04_100_m00 DV_y_m04_090_m00 DV_z_m04_090_m00 DV_y_m04_080_m00 DV_z_m04_080_m00 DV_y_m04_070_m00 DV_z_m04_070_m00 DV_y_m04_060_m00 DV_z_m04_060_m00 DV_y_m04_050_m00 DV_z_m04_050_m00 DV_y_m04_040_m00 DV_z_m04_040_m00 DV_y_m03_100_m00 DV_z_m03_100_m00 DV_y_m03_090_m00 DV_z_m03_090_m00 DV_y_m03_080_m00 DV_z_m03_080_m00 DV_y_m03_070_m00 DV_z_m03_070_m00 DV_y_m03_060_m00 DV_z_m03_060_m00 DV_y_m03_050_m00 DV_z_m03_050_m00 DV_y_m03_040_m00 DV_z_m03_040_m00
+6.0225e+00 +1.5638e-02 +8.9000e-03 +3.5461e-02 +4.7415e-02 +6.0592e-03 +6.1737e-02 +1.1506e-02 +2.2980e-02 +8.5494e-03 +1.9183e-01 +1.8595e-02 +9.2347e-03 +2.0757e-02 +9.2836e-02 +4.3167e-02 +3.7972e-02 +3.2820e-03 +7.6145e-02 +3.8800e-02 +9.1591e-02 +1.8220e-02 +1.0200e-02 +7.2836e-03 +1.1491e-01 +9.2250e-03 +2.0993e-04 +1.4946e-02 +2.4392e-02 +4.4503e-02 +4.3171e-02 +3.0290e-02 +1.4318e-02 +6.3279e-03 +2.5008e-02 +8.9848e-03 +3.0201e-02 +1.1247e-02 +2.2057e-02 +1.4333e-02 +3.6085e-02 +2.6358e-02 +2.6884e-02 +3.0063e-02 +7.8706e-02 +2.9664e-02 +5.7406e-02 +3.3760e-02 +5.9891e-02 +1.8158e-02 +4.4044e-02 +1.8504e-02 +4.5639e-02 +1.3499e-02 +5.1525e-03 +2.6060e-02 +8.4140e-02 +2.7114e-02 +1.0948e-01 +1.9088e-02 +4.1592e-03 +1.5841e-02 +8.1621e-02 +3.5289e-02 +1.2562e-02 +1.8948e-02 +4.8177e-02 +1.5965e-03 +1.8653e-02 +5.9391e-03 +1.1812e-02 +4.8214e-02 +1.1987e-01 +1.5006e-03 +1.0988e-01 +1.1013e-02 +4.0585e-02 +7.4487e-03 +1.9791e-01 +4.6736e-02 +3.7855e-02 +2.1888e-02 +2.9097e-02 +1.7752e-02 +3.8488e-02
+8.0300e+00 +2.7557e-02 +8.4046e-03 +4.1852e-02 +4.9682e-02 +1.5981e-02 +8.6719e-02 +1.5539e-02 +2.5293e-02 +9.9431e-03 +1.7154e-01 +2.0019e-02 +9.4081e-03 +1.9711e-02 +1.0494e-01 +4.6879e-02 +2.9946e-02 +1.2738e-02 +7.5791e-02 +4.6632e-02 +8.6624e-02 +1.9648e-02 +8.9866e-03 +8.3577e-03 +9.0060e-02 +1.0631e-02 +1.6894e-02 +1.3752e-02 +2.3280e-02 +5.3496e-02 +4.1188e-02 +3.3274e-02 +9.4305e-04 +1.1230e-02 +1.3966e-02 +1.2595e-02 +3.9759e-02 +9.4205e-03 +2.8331e-02 +1.3116e-02 +4.8980e-02 +2.5486e-02 +3.4007e-02 +3.8517e-02 +7.8085e-02 +3.7270e-02 +6.4356e-02 +3.8090e-02 +5.5330e-02 +2.1939e-02 +4.6159e-02 +1.6733e-02 +6.7061e-02 +1.3251e-02 +6.3504e-03 +2.6366e-02 +8.7398e-02 +3.4849e-02 +1.1722e-01 +2.0162e-02 +2.3372e-02 +8.3363e-03 +7.6904e-02 +3.7978e-02 +3.6057e-03 +2.3261e-02 +6.0104e-02 +1.9570e-03 +2.3386e-03 +4.5754e-03 +2.9175e-04 +4.4656e-02 +1.1995e-01 +5.4057e-03 +9.4745e-02 +2.0187e-04 +4.2094e-02 +9.8901e-03 +2.1623e-01 +4.7399e-02 +1.7601e-03 +2.4265e-02 +2.2747e-03 +1.8964e-02 +2.8125e-02
+1.0038e+01 +3.4989e-02 +1.7326e-02 +4.0225e-02 +6.2663e-02 +1.6945e-02 +8.4683e-02 +1.4041e-02 +2.7049e-02 +1.3335e-02 +1.7797e-01 +2.0315e-02 +5.7930e-03 +2.0013e-02 +9.3760e-02 +5.2135e-02 +5.1898e-02 +1.7272e-02 +7.5358e-02 +4.8723e-02 +7.3777e-02 +2.0948e-02 +1.7079e-02 +5.5000e-03 +8.1964e-02 +1.0263e-02 +1.1405e-02 +1.6355e-02 +2.4210e-02 +5.7288e-02 +3.0234e-02 +3.8027e-02 +2.3999e-03 +1.1561e-02 +6.4911e-03 +1.2176e-02 +3.8637e-02 +1.0845e-02 +3.0283e-02 +1.4973e-02 +4.5316e-02 +2.5477e-02 +3.2923e-02 +4.6210e-02 +9.6451e-02 +3.7366e-02 +6.0057e-02 +3.8128e-02 +6.2737e-02 +2.2761e-02 +3.5033e-02 +1.6504e-02 +6.6363e-02 +1.4091e-02 +6.8344e-03 +2.4280e-02 +8.4297e-02 +4.2324e-02 +1.0446e-01 +2.5036e-02 +3.6364e-02 +9.4654e-03 +6.1583e-02 +3.7621e-02 +1.6371e-02 +2.1179e-02 +6.7289e-02 +1.9608e-03 +1.4095e-02 +8.5606e-03 +1.1633e-02 +5.3012e-02 +1.2393e-01 +1.4838e-03 +7.6557e-02 +1.2469e-03 +6.0486e-02 +1.1616e-02 +1.9380e-01 +5.5239e-02 +1.4679e-02 +2.9694e-02 +2.6208e-03 +2.3318e-02 +5.0735e-02
+1.2045e+01 +4.2816e-02 +3.8342e-02 +4.6140e-02 +5.1470e-02 +2.3144e-02 +8.4867e-02 +2.1891e-02 +1.4288e-02 +2.4438e-02 +1.9575e-01 +2.6328e-02 +1.8658e-02 +1.2707e-02 +5.9871e-02 +5.7837e-02 +4.9767e-02 +1.7415e-02 +8.8392e-02 +5.3347e-02 +7.9319e-02 +2.7829e-02 +6.8176e-03 +8.8452e-03 +8.8223e-02 +1.3551e-02 +6.1019e-03 +2.2510e-02 +4.4250e-02 +6.4111e-02 +1.3176e-02 +4.3372e-02 +6.1374e-04 +1.7244e-02 +1.0816e-02 +1.9420e-02 +3.5787e-02 +1.7022e-02 +2.2839e-02 +2.1795e-02 +4.3979e-02 +3.2893e-02 +1.4680e-02 +5.5273e-02 +1.1332e-01 +4.3427e-02 +5.9781e-02 +4.4000e-02 +5.7817e-02 +2.7497e-02 +5.5014e-02 +2.0833e-02 +6.3265e-02 +2.1001e-02 +2.8777e-02 +3.0076e-02 +9.0216e-02 +5.0637e-02 +1.1019e-01 +2.4075e-02 +4.0117e-02 +1.0457e-04 +7.0990e-02 +4.7308e-02 +1.4539e-02 +2.9259e-02 +5.9961e-02 +1.4255e-02 +4.3047e-03 +1.5714e-02 +2.4802e-02 +5.6911e-02 +9.0985e-02 +7.7873e-03 +6.1589e-02 +6.6974e-03 +5.6981e-02 +1.9007e-02 +2.0420e-01 +6.4972e-02 +4.0796e-02 +4.0026e-02 +3.4315e-03 +2.9550e-02 +2.3927e-02
+1.4053e+01 +4.9662e-02 +2.9068e-02 +5.0381e-02 +5.3861e-02 +2.6785e-02 +9.8462e-02 +2.8972e-02 +7.6686e-03 +3.1360e-02 +2.4027e-01 +3.2733e-02 +2.4440e-02 +7.8147e-03 +6.4927e-02 +6.8689e-02 +7.4243e-02 +2.3422e-02 +9.4271e-02 +5.7298e-02 +7.3139e-02 +3.3397e-02 +1.4263e-02 +1.4801e-02 +1.0602e-01 +1.9445e-02 +3.6064e-02 +2.8123e-02 +4.8336e-02 +7.0873e-02 +9.6886e-03 +4.8266e-02 +1.2883e-02 +2.2486e-02 +1.7972e-02 +2.7412e-02 +2.3008e-02 +2.5054e-02 +7.3799e-03 +2.9479e-02 +4.8255e-02 +3.9847e-02 +7.9831e-03 +6.2728e-02 +1.2376e-01 +5.2293e-02 +5.5373e-02 +5.0474e-02 +6.2538e-02 +3.1981e-02 +4.5927e-02 +2.6237e-02 +7.0824e-02 +2.7994e-02 +3.9203e-02 +3.8449e-02 +9.0900e-02 +5.6454e-02 +1.0761e-01 +3.2612e-02 +3.3305e-02 +7.6590e-03 +6.8986e-02 +5.8478e-02 +2.8613e-03 +3.5717e-02 +3.6001e-02 +2.8354e-02 +1.0214e-02 +2.8083e-02 +2.7777e-02 +6.8426e-02 +8.1579e-02 +1.3270e-02 +3.3965e-02 +6.8147e-03 +5.1235e-02 +3.0605e-02 +1.7961e-01 +7.4204e-02 +6.2133e-02 +5.3661e-02 +1.4140e-02 +3.6636e-02 +4.3190e-02
+1.6060e+01 +6.4921e-02 +3.4311e-02 +5.5139e-02 +5.2538e-02 +2.8280e-02 +1.0044e-01 +3.3327e-02 +2.6628e-02 +3.8868e-02 +2.4878e-01 +3.7743e-02 +2.2750e-02 +7.3783e-03 +6.6030e-02 +7.6330e-02 +7.5776e-02 +3.0194e-02 +1.0529e-01 +5.9294e-02 +6.7521e-02 +3.9440e-02 +2.0830e-02 +1.9992e-02 +1.1913e-01 +2.1879e-02 +3.9082e-02 +2.7265e-02 +5.3266e-02 +7.8756e-02 +2.6579e-03 +5.6283e-02 +2.8040e-02 +2.6569e-02 +3.7945e-02 +3.3758e-02 +1.5388e-02 +2.8718e-02 +4.8556e-03 +3.3758e-02 +3.9947e-02 +3.9836e-02 +1.9278e-02 +6.8097e-02 +1.0992e-01 +6.2137e-02 +6.5671e-02 +5.7575e-02 +8.1769e-02 +3.6854e-02 +4.8345e-02 +3.3937e-02 +5.2984e-02 +3.3697e-02 +2.9856e-02 +3.6656e-02 +9.9819e-02 +6.1255e-02 +1.1789e-01 +4.1141e-02 +3.0368e-02 +1.7453e-02 +6.9992e-02 +6.6092e-02 +8.0149e-03 +4.3649e-02 +3.4831e-02 +3.4683e-02 +2.7736e-02 +2.5694e-02 +2.8387e-02 +7.2040e-02 +5.3560e-02 +2.4232e-02 +3.7781e-02 +5.1071e-03 +5.5509e-02 +3.9798e-02 +1.8953e-01 +8.6037e-02 +4.0606e-02 +6.3389e-02 +1.5403e-03 +2.9686e-02 +6.8741e-02
+1.8068e+01 +7.8137e-02 +1.3343e-02 +6.6111e-02 +6.5223e-02 +3.9865e-02 +1.0623e-01 +3.7077e-02 +9.9470e-03 +4.0447e-02 +2.5541e-01 +3.8358e-02 +2.0902e-02 +3.0589e-03 +8.4555e-02 +8.2766e-02 +6.1734e-02 +3.8976e-02 +1.0936e-01 +6.4516e-02 +6.2116e-02 +4.3971e-02 +9.1237e-03 +2.1848e-02 +1.1706e-01 +2.0721e-02 +5.2322e-02 +2.8213e-02 +5.5988e-02 +9.0847e-02 +3.0686e-03 +6.5509e-02 +4.0805e-02 +3.0860e-02 +3.3477e-02 +3.5009e-02 +1.5390e-02 +2.6800e-02 +1.7393e-02 +3.1745e-02 +3.2121e-02 +4.0521e-02 +2.2761e-02 +7.9158e-02 +9.5207e-02 +6.8983e-02 +7.0629e-02 +6.6930e-02 +9.0782e-02 +4.4039e-02 +5.2340e-02 +3.3998e-02 +5.4385e-02 +3.4074e-02 +2.2662e-02 +3.4968e-02 +8.8243e-02 +6.3003e-02 +1.3650e-01 +4.9336e-02 +3.5179e-02 +2.3457e-02 +8.2450e-02 +6.5199e-02 +2.5770e-02 +4.3839e-02 +3.8064e-02 +3.4857e-02 +2.3828e-02 +2.8738e-02 +2.8889e-02 +8.9357e-02 +5.2132e-02 +2.8700e-02 +1.4969e-02 +8.6645e-03 +1.0460e-02 +4.0016e-02 +1.9965e-01 +8.6952e-02 +3.3399e-02 +6.7160e-02 +2.8035e-04 +2.8586e-02 +7.3555e-02
+2.0075e+01 +9.1227e-02 +2.0016e-02 +6.4344e-02 +6.3640e-02 +3.8895e-02 +1.1590e-01 +4.0322e-02 +3.4255e-02 +4.1541e-02 +2.7283e-01 +3.9709e-02 +4.9888e-02 +5.0102e-03 +8.1599e-02 +8.8705e-02 +5.9488e-02 +4.2806e-02 +9.6410e-02 +6.3221e-02 +6.7286e-02 +4.3782e-02 +1.3061e-02 +2.1855e-02 +1.2106e-01 +2.0917e-02 +4.8022e-02 +2.9722e-02 +6.0458e-02 +9.9590e-02 +1.2745e-02 +6.8145e-02 +3.7106e-02 +2.8527e-02 +3.2962e-02 +3.5190e-02 +2.0507e-02 +2.5784e-02 +1.0224e-02 +3.3009e-02 +2.6394e-02 +4.0311e-02 +2.0303e-02 +8.4590e-02 +1.1217e-01 +7.1490e-02 +7.6623e-02 +6.6641e-02 +1.0720e-01 +4.2809e-02 +4.1568e-02 +3.5593e-02 +5.3043e-02 +3.0314e-02 +2.8127e-02 +3.7149e-02 +8.0886e-02 +6.6917e-02 +1.3274e-01 +5.6194e-02 +3.3929e-02 +2.1637e-02 +7.1012e-02 +6.3883e-02 +2.6593e-02 +4.1614e-02 +3.5474e-02 +3.2137e-02 +2.2548e-02 +3.1984e-02 +4.2598e-02 +8.7526e-02 +7.0416e-02 +4.2149e-02 +1.6656e-02 +6.8760e-03 +2.0132e-02 +4.3263e-02 +1.9306e-01 +8.9843e-02 +4.2820e-02 +7.4837e-02 +6.4916e-03 +2.5718e-02 +9.2781e-02
+2.2082e+01 +9.5610e-02 +4.7126e-02 +7.2669e-02 +4.7165e-02 +4.5682e-02 +1.2601e-01 +4.6743e-02 +4.7771e-02 +5.1679e-02 +2.8742e-01 +4.9649e-02 +7.1017e-02 +2.7781e-03 +8.8082e-02 +9.4059e-02 +5.8849e-02 +4.6306e-02 +8.9275e-02 +6.9952e-02 +7.3474e-02 +5.2056e-02 +1.7010e-02 +2.8535e-02 +1.3015e-01 +2.7608e-02 +4.6332e-02 +3.5945e-02 +7.5762e-02 +1.0729e-01 +7.4454e-03 +7.4166e-02 +3.3848e-02 +3.3945e-02 +4.0887e-02 +4.1600e-02 +1.5907e-02 +3.4027e-02 +1.2542e-02 +3.9869e-02 +3.2160e-02 +4.8639e-02 +1.3364e-02 +9.6254e-02 +1.0400e-01 +7.8096e-02 +6.8930e-02 +7.5612e-02 +1.0908e-01 +5.1476e-02 +5.2518e-02 +4.5601e-02 +4.1345e-02 +3.8435e-02 +3.2528e-02 +4.4256e-02 +9.0368e-02 +7.7315e-02 +1.3992e-01 +6.9630e-02 +3.4049e-02 +3.3595e-02 +7.4174e-02 +7.1959e-02 +2.0705e-02 +4.6851e-02 +2.0107e-02 +4.1412e-02 +2.6222e-02 +4.2616e-02 +4.0385e-02 +9.1092e-02 +8.6364e-02 +4.9571e-02 +1.1168e-03 +1.1970e-02 +7.4007e-03 +5.1602e-02 +2.2772e-01 +1.0151e-01 +4.9333e-02 +9.1119e-02 +7.5854e-03 +4.2213e-02 +1.6403e-02
+2.4090e+01 +1.0472e-01 +4.5539e-02 +8.3564e-02 +3.4715e-02 +5.7845e-02 +1.4315e-01 +5.0707e-02 +7.1925e-02 +5.8534e-02 +3.1343e-01 +5.7132e-02 +1.0014e-01 +7.6348e-03 +7.7864e-02 +9.5705e-02 +6.4177e-02 +4.6722e-02 +7.1884e-02 +7.5367e-02 +8.6735e-02 +5.6264e-02 +2.3273e-02 +3.5043e-02 +1.3645e-01 +3.4307e-02 +6.5416e-02 +4.0187e-02 +8.1868e-02 +1.1218e-01 +9.1742e-03 +8.0694e-02 +2.5776e-02 +3.8753e-02 +3.3183e-02 +4.5471e-02 +1.2476e-02 +4.0929e-02 +4.6406e-03 +4.8206e-02 +4.9013e-02 +5.4939e-02 +1.9958e-02 +1.0684e-01 +9.7790e-02 +8.4004e-02 +6.7240e-02 +8.1259e-02 +1.1555e-01 +5.6136e-02 +7.6082e-02 +5.1635e-02 +4.0641e-02 +4.6241e-02 +3.5335e-02 +4.9940e-02 +1.0638e-01 +8.7282e-02 +1.2834e-01 +8.1621e-02 +4.5559e-02 +4.2408e-02 +6.3502e-02 +8.1692e-02 +3.7085e-03 +5.6001e-02 +1.0754e-02 +4.9154e-02 +3.4934e-02 +5.4245e-02 +4.7255e-02 +9.8385e-02 +5.9676e-02 +4.7210e-02 +6.6422e-03 +1.9388e-02 +4.8833e-03 +6.4105e-02 +2.2457e-01 +1.1123e-01 +5.0578e-02 +9.6174e-02 +7.9714e-03 +5.3450e-02 +2.0902e-03
+2.6098e+01 +1.1109e-01 +5.6353e-02 +8.7545e-02 +2.8363e-02 +6.1084e-02 +1.3735e-01 +5.8355e-02 +6.9627e-02 +6.6178e-02 +2.9662e-01 +6.2133e-02 +1.0189e-01 +7.8437e-03 +9.2634e-02 +1.0382e-01 +5.7611e-02 +5.0196e-02 +7.3735e-02 +8.2392e-02 +9.1980e-02 +6.1715e-02 +3.8331e-02 +4.4817e-02 +1.3381e-01 +3.9279e-02 +4.3191e-02 +3.8660e-02 +6.2879e-02 +1.2111e-01 +8.4010e-03 +8.4093e-02 +1.3072e-02 +4.4631e-02 +2.3718e-02 +5.0426e-02 +1.1779e-02 +5.0113e-02 +3.8173e-03 +5.1993e-02 +4.8079e-02 +5.6568e-02 +1.8877e-02 +1.1590e-01 +1.0951e-01 +9.1618e-02 +5.8961e-02 +8.9145e-02 +1.1606e-01 +6.3307e-02 +7.4421e-02 +6.0518e-02 +2.7323e-02 +5.0416e-02 +4.0986e-02 +5.2372e-02 +9.1861e-02 +9.1231e-02 +1.3032e-01 +8.8049e-02 +3.8309e-02 +5.0795e-02 +8.4348e-02 +9.0181e-02 +2.7132e-03 +6.3406e-02 +3.1099e-02 +5.0689e-02 +1.5784e-02 +5.4193e-02 +5.2991e-02 +1.0720e-01 +3.9749e-02 +5.9397e-02 +2.4776e-02 +3.0286e-02 +7.9010e-03 +8.0306e-02 +2.1428e-01 +1.2167e-01 +2.7184e-02 +9.9767e-02 +1.8704e-03 +5.2210e-02 +2.7739e-02
+2.8105e+01 +1.1849e-01 +5.8605e-02 +9.3829e-02 +2.9446e-02 +6.7379e-02 +1.3265e-01 +6.1154e-02 +4.1024e-02 +6.3766e-02 +2.6832e-01 +5.9354e-02 +8.5447e-02 +7.7442e-03 +1.0158e-01 +1.1306e-01 +6.2666e-02 +5.7751e-02 +7.5953e-02 +8.6649e-02 +8.1816e-02 +6.3284e-02 +2.8986e-02 +4.7129e-02 +1.3300e-01 +3.8145e-02 +4.4749e-02 +3.7721e-02 +5.5757e-02 +1.3332e-01 +2.2457e-02 +8.9765e-02 +1.8393e-02 +5.0108e-02 +3.7799e-02 +5.4724e-02 +2.4243e-02 +5.1156e-02 +2.4721e-03 +5.0127e-02 +4.2950e-02 +5.6636e-02 +2.7782e-02 +1.2471e-01 +1.0778e-01 +9.4826e-02 +5.1145e-02 +9.9731e-02 +1.1514e-01 +6.8118e-02 +6.7610e-02 +6.0091e-02 +3.4404e-02 +5.1351e-02 +3.6057e-02 +5.0820e-02 +8.7601e-02 +9.8407e-02 +1.3936e-01 +9.8315e-02 +1.9579e-02 +5.8950e-02 +8.6212e-02 +9.3898e-02 +1.0760e-02 +6.6532e-02 +5.1980e-02 +4.9087e-02 +3.7336e-02 +5.2573e-02 +5.0674e-02 +1.0473e-01 +1.1884e-03 +7.3701e-02 +1.0439e-02 +4.1361e-02 +3.8338e-02 +8.3757e-02 +2.1852e-01 +1.2371e-01 +3.1572e-02 +9.2950e-02 +8.7178e-03 +5.7362e-02 +4.9095e-02
+3.0112e+01 +1.3143e-01 +6.9750e-02 +9.3020e-02 +2.3457e-02 +6.6041e-02 +1.0693e-01 +6.1448e-02 +1.5553e-02 +6.3033e-02 +2.6279e-01 +6.1393e-02 +8.9817e-02 +8.4200e-03 +1.1077e-01 +1.1977e-01 +5.6759e-02 +6.5018e-02 +6.4061e-02 +8.8356e-02 +7.1081e-02 +6.3474e-02 +3.5874e-02 +4.6592e-02 +1.3265e-01 +3.8467e-02 +3.7443e-02 +3.7630e-02 +6.2759e-02 +1.4689e-01 +1.8851e-02 +9.0458e-02 +1.3247e-02 +5.0247e-02 +5.3196e-02 +5.4100e-02 +2.1136e-02 +5.2005e-02 +8.1100e-03 +4.7487e-02 +5.0370e-02 +5.6291e-02 +2.9994e-02 +1.3863e-01 +9.7763e-02 +9.9082e-02 +4.7172e-02 +1.0032e-01 +1.1976e-01 +6.6918e-02 +7.8293e-02 +5.9985e-02 +2.7125e-02 +5.0299e-02 +3.2144e-02 +4.9760e-02 +1.0971e-01 +1.1323e-01 +1.4445e-01 +1.0980e-01 +3.3109e-02 +6.0044e-02 +8.1458e-02 +9.1430e-02 +2.3394e-02 +6.9334e-02 +5.2609e-02 +4.7702e-02 +4.4304e-02 +5.1063e-02 +7.4296e-02 +1.1116e-01 +4.7510e-03 +8.4926e-02 +9.5310e-03 +4.9103e-02 +2.9945e-02 +8.6965e-02 +1.7625e-01 +1.3253e-01 +2.1682e-02 +8.9413e-02 +1.2043e-02 +6.0278e-02 +9.3312e-02
+3.2120e+01 +1.3933e-01 +9.1805e-02 +9.7740e-02 +8.0265e-03 +7.1194e-02 +1.0422e-01 +6.5116e-02 +4.2381e-02 +6.8564e-02 +2.7136e-01 +6.5342e-02 +1.1255e-01 +1.7023e-02 +7.4921e-02 +1.2758e-01 +7.1700e-02 +6.9224e-02 +5.9714e-02 +9.2770e-02 +5.5912e-02 +6.9741e-02 +4.3093e-02 +5.2086e-02 +1.4011e-01 +4.6962e-02 +4.9896e-02 +4.5142e-02 +8.9842e-02 +1.5598e-01 +1.2128e-02 +1.0150e-01 +2.4090e-02 +5.6486e-02 +5.1251e-02 +6.1547e-02 +3.2395e-02 +6.0943e-02 +1.3032e-02 +5.5119e-02 +5.4329e-02 +6.3082e-02 +4.0328e-02 +1.4649e-01 +9.0083e-02 +1.0550e-01 +5.5668e-02 +1.0907e-01 +1.0929e-01 +7.4687e-02 +6.3474e-02 +6.8063e-02 +2.2102e-02 +5.8135e-02 +5.5828e-02 +5.6160e-02 +1.2367e-01 +1.2239e-01 +1.3944e-01 +1.2092e-01 +2.5525e-02 +7.4089e-02 +8.0505e-02 +9.9939e-02 +7.5749e-03 +7.7810e-02 +6.7621e-02 +5.8320e-02 +4.6016e-02 +6.5620e-02 +6.8656e-02 +1.4484e-01 +1.2295e-02 +9.5589e-02 +1.2864e-02 +6.1192e-02 +5.0101e-02 +1.0169e-01 +1.8135e-01 +1.4858e-01 +4.1192e-02 +9.8191e-02 +1.5949e-02 +7.6828e-02 +8.9908e-02
+3.4128e+01 +1.4868e-01 +7.7954e-02 +9.8320e-02 +3.5990e-03 +7.9219e-02 +1.0533e-01 +7.0358e-02 +5.5968e-02 +7.5467e-02 +2.9647e-01 +7.2463e-02 +1.3577e-01 +2.4813e-02 +8.2754e-02 +1.3944e-01 +7.7983e-02 +7.3501e-02 +7.4017e-02 +9.5432e-02 +6.1028e-02 +7.6831e-02 +4.4068e-02 +6.0220e-02 +1.4766e-01 +5.2407e-02 +5.0837e-02 +4.9922e-02 +8.4647e-02 +1.7067e-01 +3.6731e-03 +1.0778e-01 +2.5435e-02 +6.6658e-02 +4.5002e-02 +7.0415e-02 +1.9791e-02 +7.1362e-02 +2.6516e-02 +6.5280e-02 +6.0064e-02 +7.1144e-02 +4.3100e-02 +1.5635e-01 +6.8293e-02 +1.1773e-01 +4.8924e-02 +1.1712e-01 +9.4221e-02 +8.3696e-02 +6.4094e-02 +7.8820e-02 +2.2812e-02 +6.7912e-02 +5.5878e-02 +6.4711e-02 +1.3649e-01 +1.2985e-01 +1.6047e-01 +1.3027e-01 +3.3499e-02 +8.4756e-02 +8.9743e-02 +1.1615e-01 +2.2060e-03 +8.3883e-02 +7.4500e-02 +7.6963e-02 +3.6735e-02 +7.5783e-02 +7.2508e-02 +1.5098e-01 +4.7631e-02 +1.0221e-01 +4.6045e-02 +7.9730e-02 +4.1194e-02 +1.1152e-01 +1.9724e-01 +1.5343e-01 +5.7956e-02 +1.1455e-01 +2.6353e-03 +8.7817e-02 +1.0316e-01
+3.6135e+01 +1.6343e-01 +5.8889e-02 +1.0162e-01 +7.1475e-03 +8.7346e-02 +1.3391e-01 +7.2899e-02 +6.9997e-02 +7.9345e-02 +3.0080e-01 +7.6675e-02 +1.2081e-01 +2.4221e-02 +9.0513e-02 +1.5092e-01 +8.0205e-02 +8.0014e-02 +7.8512e-02 +1.0068e-01 +5.3789e-02 +8.4357e-02 +5.2230e-02 +6.7918e-02 +1.4983e-01 +5.6219e-02 +2.9430e-02 +4.8369e-02 +9.1022e-02 +1.8477e-01 +7.8369e-04 +1.1068e-01 +1.2866e-02 +7.2019e-02 +5.5164e-02 +7.9178e-02 +7.7223e-03 +7.8847e-02 +3.9187e-02 +6.9963e-02 +6.9691e-02 +7.1550e-02 +3.7388e-02 +1.6677e-01 +7.9682e-02 +1.2821e-01 +4.6176e-02 +1.2382e-01 +8.8503e-02 +9.5108e-02 +6.0070e-02 +8.8329e-02 +1.9387e-02 +7.1845e-02 +4.5528e-02 +6.5772e-02 +1.2680e-01 +1.4094e-01 +1.5251e-01 +1.3485e-01 +1.9082e-02 +9.2892e-02 +8.9689e-02 +1.2361e-01 +1.9655e-02 +9.0776e-02 +7.2449e-02 +8.4973e-02 +4.4349e-02 +7.5210e-02 +6.6131e-02 +1.5507e-01 +2.9325e-02 +1.1350e-01 +6.4585e-02 +9.0663e-02 +3.7205e-03 +1.2096e-01 +1.8732e-01 +1.6051e-01 +2.5588e-02 +1.1950e-01 +1.4032e-03 +8.9127e-02 +1.0915e-01
