timestamp,temperature
2021-04-27 16:44:57,+2.5260e+01
2021-04-27 16:45:27,+2.5230e+01
2021-04-27 16:45:57,+2.5360e+01
2021-04-27 16:46:27,+2.5310e+01
2021-04-27 16:46:57,+2.5170e+01
2021-04-27 16:47:27,+2.5230e+01
2021-04-27 16:47:57,+2.5240e+01
2021-04-27 16:48:27,+2.5100e+01
2021-04-27 16:48:57,+2.5170e+01
2021-04-27 16:49:27,+2.5190e+01
2021-04-27 16:49:57,+2.5200e+01
2021-04-27 16:50:27,+2.5230e+01
2021-04-27 16:50:57,+2.5230e+01
2021-04-27 16:51:27,+2.5190e+01
2021-04-27 16:51:56,+2.5230e+01
2021-04-27 16:52:26,+2.5260e+01
2021-04-27 16:52:56,+2.5310e+01
2021-04-27 16:53:26,+2.5280e+01
2021-04-27 16:53:56,+2.5190e+01
2021-04-27 16:54:26,+2.5230e+01
2021-04-27 16:54:56,+2.5110e+01
2021-04-27 16:55:26,+2.5200e+01
2021-04-27 16:55:56,+2.5210e+01
2021-04-27 16:56:26,+2.5240e+01
2021-04-27 16:56:56,+2.5230e+01
2021-04-27 16:57:26,+2.5070e+01
2021-04-27 16:57:56,+2.5200e+01
2021-04-27 16:58:26,+2.5330e+01
2021-04-27 16:58:56,+2.5140e+01
2021-04-27 16:59:26,+2.5200e+01
2021-04-27 16:59:56,+2.5210e+01
2021-04-27 17:00:26,+2.5210e+01
2021-04-27 17:00:56,+2.5210e+01
2021-04-27 17:01:26,+2.5230e+01
2021-04-27 17:01:56,+2.5100e+01
2021-04-27 17:02:26,+2.5030e+01
2021-04-27 17:02:55,+2.5240e+01
2021-04-27 17:03:25,+2.5210e+01
2021-04-27 17:03:55,+2.5200e+01
2021-04-27 17:04:25,+2.5070e+01
2021-04-27 17:04:55,+2.5170e+01
